raw,clean,labels
iya nanya lagi dong ini udah bisa bayar pake rupiah ya kamu m banking bca bayar nya,iya tanya lagi dong ini sudah bisa bayar pakai rupiah iya kamu banking baca bayar nya,0
jaebum otak kanannya dominan kali ya pas dong aku sm jaebum complete each other hahahaha,jaebum otak kanan dominan kali iya pas dong saya sama jaebum complete each other hahahaha,1
assalamualaikumelamat maljum luangkan waktu 2 20 detik menyimak vidio ini luuuremoga saya kita dia kamuela,jadi orang alamualaikumelamat maljum luang waktu detik simak vidio ini luremoga saya kita dia kamuela,0
line dalil dapet informasi dari mana dalil nih ya aku kasih tau dalil aku itu ulan,line dalil dapat informasi dari mana dalil ini iya saya kasih tahu dalil saya itu ulang,0
otw mau ngelamar aku,tuju mau lamar saya,0
cuma unni yg bilang aku jahat,cuma unni yang bilang saya jahat,-1
boleh boleh nanti kamu kabarin aja ya iyaaa mau ketemu pas ic minggu nanti boleh,boleh boleh nanti kamu kabarin saja iya iya mau ketemu pas ic minggu nanti boleh,0
ini tuh kalo aku bales sekarang telat gak,ini itu jika saya balas sekarang lambat enggak,0
kamu kemana aja ga nelpon ga ngabarin emang kamu ngerjain apa sihibuk banget aku marah maaf sayang aku,kamu mana saja enggak nelpon enggak ngabarin memang kamu ngerjain apa sihibuk banget saya marah maaf sayang saya,-1
aku kembar sama bayanganku,saya kembar sama bayang,0
saat aku seperti kehilangan diri sendiri berorganisasi tak membuat ku merasa lebih baik bercengkramapun tak membu,saat saya seperti hilang diri sendiri organ tidak buat ku rasa lebih baik bercengkramapun tidak membu,-1
lah iya aku juga mikir gitu kemarin,lah iya saya juga mikir begitu kemarin,0
sabar banget sama manusia kayak aku he's too precious to me walaupun dia dan aku sama sama sibuk t,sabar banget sama manusia seperti saya he too precious tapi me walaupun dia dan saya sama sama sibuk,0
tapi fakta hloo punya temen anak fk swasta disini ceritanya mau ngevent bareng eh kayaknya aku gajadi ikut eve,tapi fakta hloo punya teman anak fk swasta sini cerita mau ngevent bareng eh seperti saya tidak jadi ikut eve,0
bismillahemoga aku menang ga ini,bismillahemoga saya menang enggak ini,0
aku gak mau anak ig masuk ke twitter,saya enggak mau anak ig masuk ke twitter,-1
aku menarik diri aku lari aku menyembunyikannya sendiri aku berlagak seolah olah semuanya berjalan normal,saya tarik diri saya lari saya sembunyi sendiri saya lagak olah olah semua jalan normal,-1
kadang kamu butuh waktu ntuk berfikir kmudian ambil keputusan yg tepat,kadang kamu butuh waktu ntuk pikir kmudian ambil putus yang tepat,0
iya yu lanjut jadinya aku ambil finance yu wkwk thank u yukk,iya yuk lanjut jadi saya ambil finance yuk wkwk thank yuk,1
dekat jerantut esok sampai isnin aku dekat ipoh,dekat jerantut esok sampai isnin saya dekat ipoh,0
aku goyang ya bang biar lebih nikmat,saya goyang iya mas supaya lebih nikmat,1
apa ya perasaan cewek yang pacaran dianter jemput jet pribadi aku ditraktir bakso aja udah baper,apa iya asa cewek yang pacar antar jemput jet pribadi saya traktir bakso saja sudah bawa asa,0
pundek lah kau kau ingat semua org kaya nk beli baju baru je kau ingat maternity clothes murah pakai baju besar mcm mana pun,pundek lah kamu kamu ingat semua orang kayak nk beli baju baru je kamu ingat maternity clothes murah pakai baju besar macam mana pun,0
utk urusan pribadi aku mempercayakan kepada dinda donadamnujusenayan,untuk urus pribadi saya percaya kepada dinda donadamnujusenayan,0
aku punnnnnnn tengah tak settle lagi ni wehhhhhhh,saya pun tengah tidak settle lagi ini weh,0
haloo my last free pic yah sori buat yg kemarin ini aku ganti biar ga nyakitin mata hahaha,haloo my last bebas picture ya sori buat yang kemarin ini saya ganti supaya enggak sakit mata hahaha,1
aku seorang je ke rasa benda ni tak kelakar malah benda ni jugak bodoh,saya orang je ke rasa benda ini tidak kelakar bahkan benda ini juga bodoh,-1
doa rezeki tak putus inna haa zaa larizquna maa lahu min na fadesungguhnya ini ialah pemberian kami kepada kamu pember,doa rezeki tidak putus inna haa zaa larizquna maa lahu min nya fadesungguhnya ini ialah beri kami kepada kamu pember,0
ya rabb ampuni aku yang sedang malas malasnyaa inii,iya rabb ampun saya yang sedang malas malasnyaa ini,-1
pahamlah aku,paham saya,1
gak kerasa ya sobat radik udah 1 jam aja vina dan dio nemenin kamu di ensiklopedia see you next timee,enggak rasa iya sobat radik sudah jam saja vina dan dio nemenin kamu di ensiklopedia sih you lanjut timee,0
aku rasa kau just sarcasm tapi still kalau kau serius kau adalah makhluk yg kurang bijak apa yg dorg nk buat masa,saya rasa kamu just sarcasm tapi masih kalau kamu serius kamu adalah makhluk yang kurang bijak apa yang dorg nk buat masa,0
aku salah wkwkwk,saya salah wkwkwk,-1
selama perjalanan berasa bimbel dunia parfum kalo aku mirae pasti nyambung ngobrol sama si bapak,lama jalan asa bimbel dunia parfum jika saya mirae pasti sambung obrol sama sih bapak,0
kalo ada yang mau angkut dm aku yaaa bantuin temen ku soalnya dia butuh uang,jika ada yang mau angkut dm saya iya bantuin teman ku soal dia butuh uang,0
bila kita last gaduh siak jom gaduh,bila kita last gaduh siak jom gaduh,0
aku dok sejid la ni,saya dok sejid lah ini,-1
salah kalau ternyata mantan kamu adalah pacarnya teman kamu yang kamu tau mantanmu punya jenis kelamin yang sama de,salah kalau nyata mantan kamu adalah pacar teman kamu yang kamu tahu mantan punya jenis kelamin yang sama dek,0
aku diam sebab malas nak fikir serabut serabut kan otak,saya diam sebab malas mau fikir serabut serabut kan otak,-1
orang tua tua punya lawak ni aku tak jumpa pun punchline dia kat mana tapi dia punya gelak aku cakap kau sikit lagi,orang tua tua punya lawak ini saya tidak jumpa pun punchline dia kat mana tapi dia punya gelak saya cakap kamu sikit lagi,0
pibedessss haaaaannn gemezz ih pgn cubit tp aku ga nyampe nyubit pipinya happyhanday,pibedes han gemas ih pengin cubit tapi saya enggak sampai cubit pipi happyhanday,0
hoalaahh baru ngeh wkwkwk aku blm pernah nyoba buat ganti background nya,hoalaahh baru engah wkwkwk saya belum pernah coba buat ganti background nya,0
trans jh sekarang 1 2 3 loh kamu belum bangun juga v malam sampai jumpa besok pagi rm skrg telingaku rasanya mel,trans saja sekarang loh kamu belum bangun juga malam sampai jumpa besok pagi rm sekarang telinga rasa mel,0
ora aku malah mimpi jerawaten mba aku wediii ketone aku luih wedi jerawaten timbang reti mereka berdekatan,tidak saya bahkan mimpi jerawaten mbak saya wedi ketone saya luih wedi jerawaten timbang ret mereka dekat,-1
lu ya hahahahahha,kamu iya hahahahahha,1
boleh mati aku lama2 gini,boleh mati saya lama begini,-1
i've been searching about bella lepas ternampak iklan kat insta which state dia start dia punye career as singer da,ve been searching about bella lepas ternampak iklan kat insta which state dia stadia punye career as singer sudah,0
aku tak cukup laju lagi nak lari daripada masalah ataupun masalah ni terlalu laju kejar aku sampai aku tak cukup tanah utk lari,saya tidak cukup laju lagi mau lari daripada masalah atau masalah ini terlalu laju kejar saya sampai saya tidak cukup tanah untuk lari,-1
satu lagi pantang bila kita dah post esoknya dia tnya bila barang nak smpai mana aku tahu aku bukan postman,satu lagi pantang bila kita deh post esok dia tanya bila barang mau sampai mana saya tahu saya bukan postman,0
okay mee bandung dia mmg power tak sah tak makan kalau datang sini kuah dia pekatt yg buat sedappp udan,okay mee bandung dia memang power tidak sah tidak makan kalau datang sini kuah dia pekatt yang buat sedap udan,0
aku rs,saya rs,0
aku liat dari komen ig agnezmo dulu males go international,saya lihat dari komen ig agnezmo dulu malas go international,0
baca reply aku pon pening,baca reply saya pon pening,0
itu jaket kaos dan backpack kamu tuker semua waah,itu jaket kaos dan backpack kamu tuker semua wah,0
aku kuliah di jaksel tapi nggak pernah denger yang ngomong mix gitu dehekalinya mix indo jawa,saya kuliah di jaksel tapi enggak pernah dengar yang omong mix begitu dehekalinya mix indonesia jawa,0
bro dalam islam dari segi nafkah zahir adalah seperti berikut isteri gt anak gt bapa gt ibu gt seterusnya ketaatan lela,saudara laki dalam islam dari segi nafkah zahir adalah seperti ikut isteri begitu anak begitu bapa begitu ibu begitu terus taat lela,0
unnie aku mauk pls giveawaynya worldwide wqwqwqwq,unnie saya mauk tolong giveawaynya worldwide wqwqwqwq,0
weyh aku je ke yang takda gambar sorang2,weyh saya je ke yang takda gambar sorang,0
ada masalah ke kalau pakai gambar sendiri as a wallpaper ada pulak yang tak puas hati dengan aku hp aku kot aku tengok,ada masalah ke kalau pakai gambar sendiri as wallpaper ada pula yang tidak puas hati dengan saya handphone saya kot saya jenguk,-1
aku berkali kali baca aja ga paham maksudmu gimana nder hadehhh ga danta ngana,saya kali kali baca saja enggak paham maksud bagaimana brother hadeh enggak danta ngana,-1
ga dicuci aja dia mau kok mba kemaren dia bilang sama aku,enggak cuci saja dia mau kok mbak kemarin dia bilang sama saya,0
aku nk tumpang tak bagi yaa tumpang boleh bohhh,saya nk tumpang tidak bagi ya tumpang boleh boh,0
aku keelatan saja sebab perasaan ini tak bisa ku utarakan recehkantwitter,saya keelatan saja sebab asa ini tidak bisa ku utara recehkantwitter,-1
tragis teruk yal,tragis teruk yal,-1
kamu kemana ajaih,kamu mana ajaih,0
hei kamu iyah kamu kok senymnya bikin hati meleleh sih angel chibi,hei kamu iya kamu kok senymnya buat hati leleh sih angel chibi,1
coba pake deo yg nuskin nder menurut aku bagus sihh karna dlu pas smp juga aku agak bb gitu setelah pake itu syudah tidaaaaa,coba pakai deo yang nuskin brother turut saya bagus sih karena dulu pas sampai juga saya agak bb begitu telah pakai itu syudah tidak,0
alhamdulillah muet band 4 aku just target band 2 je tapi alhamdulillah thank you allah,alhamdulillah muet band saya just target band je tapi alhamdulillah thank you allah,1
sapa nak layan perangai annoying aku ni nanti wei,sapa mau layan perangai annoying saya ini nanti wei,-1
ingin menemukan seseorang yang jika bersamanya aku merasa pulang,ingin temu orang yang jika sama saya rasa pulang,1
makin ramai yg desak aku mcm sroh bla aku pon makin sakit innalillah,makin ramai yang desak saya macam sroh bla saya pon makin sakit innalillah,0
astagaaa ni lebih kurang tutup periuk nasik aku la ni gahshxhxhx,astaga ini lebih kurang tutup periuk nasik saya lah ini gahshxhxhx,0
dekat dua jam aku cari igshop yg ada dropship tapi satu pun tak berkenan di hati taknak bayar yuran boleh takk just nak free je hahahah,dekat dua jam saya cari igshop yang ada dropship tapi satu pun tidak kenan di hati tidak mau bayar yuran boleh takk just mau bebas je hahahah,0
maaciwww ntar aku cari shampoo nyaa,terima kasih entar saya cari shampoo nya,0
kamu yg bohong berarti,kamu yang bohong arti,-1
adoi dekah aku,adoi dekah saya,0
semalam dah kenapa aku emotional teruks hagahaahaha,malam deh kenapa saya emotional teruks hagahaahaha,1
awk tu yg kena tebalkan muka apa kata kita start dgn cadangan tukar parti banyak lg parti lain dalam ma,awak itu yang kena tebal muka apa kata kita stadgn cadang tukar parti banyak lagi parti lain dalam sama,0
nanti ya staff kalo aku udah jadi konglomerat ',nanti iya staff jika saya sudah jadi konglomerat,0
toxic bgt tetangga2mu ingin istighfar aku jadinya btw setelah membaca ceritamu aku bisa,toxic banget tetangga mu ingin istighfar saya jadi ngomong-ngomong telah baca cerita saya bisa,-1
kalo butuh saya saya siap kapan aja mama inginkan ini wa aku 081216761816,jika butuh saya saya siap kapan saja ibu ingin ini whatsapp saya,0
aku juga udah kalem jadian yuk,saya juga sudah kalem jadi yuk,1
haritu gelakkan member nak kena saman harini aku pulak cakap macam sanjung bodoh sebab nak minta lepas,haritu gelak member mau kena saman harini saya pula cakap macam sanjung bodoh sebab mau minta lepas,-1
aku tidak suka membenarkan bule yg kalo ngomong bahasa masih salah2elama aku ngerti aku rapopo lagian bahasa in,saya tidak suka benar bule yang jika omong bahasa masih salah elama saya erti saya rapopo lagi bahasa ini,-1
aku dakpe duk kg taik mu tu tmpat orang,saya dakpe duk kg tahi mu itu tmpat orang,0
samaaa aku jg udah seminggu lebih blm dibales,sama saya juga sudah minggu lebih belum dibales,0
mana sih kemaren yg mau top up'in saldo gopay aku udh di kasih nomer nya juga padahal,mana sih kemarin yang mau top up ini saldo gopay saya sudah di kasih nomer nya juga padahal,0
aku ngeden mbar,saya ngeden mbar,0
nyimak jawaban nunik,simak jawab nunik,0
wahh se line sm ong engga masi muda ituiapsiapppppppppp maklumi ya aku kalo suka nge gas gajelas,wah se line sama ong enggak masih muda ituiapsiap maklum iya saya jika suka nge gas enggak jelas,0
ufo reply fan kapan pertama kali kamu minum mabuk kyu bagaimana kamu bisa tidak tahu,ufo reply fan kapan pertama kali kamu minum mabuk kyu bagaimana kamu bisa tidak tahu,0
sender ini bukanlah aku tp dia seperti aku,sender ini bukan saya tapi dia seperti saya,-1
kalo dom jakarta aku ambjl,jika domisili jakarta saya ambjl,0
halooo afa aku tika 97l salam kenal yaaa gt lt,halo afa saya tika salam kenal iya begitu lantai,0
aku dh pesan byk kali tu la hg trikot sgt mak cik kantin tu mangkaq la,saya deh pesan banyak kali itu lah hg trikot sangat ibu cik kantin itu mangkaq lah,0
kalau suatu saat nanti kamu rindu padaku maukah kamu memberitahu aku agar aku bisa langsung berlari menemuimu,kalau suatu saat nanti kamu rindu pada mau kamu memberitahu saya agar saya bisa langsung lari temu,1
nduk kamu kemana to dari kemarin sore gaada kabar dicariin ma ian,nduk kamu mana tapi dari kemarin sore enggak ada kabar dicariin sama ian,0
kamu ngatain diriendiri,kamu katai diriendiri,-1
silahkan kamu duluan aja yg masuk nanti saya belakangan v,sila kamu duluan saja yang masuk nanti saya belakang,0
taik punya waze bawak aku pusing shah alam subang damansara jalan duta kl then baru smpai ampang,tahi punya waze bawa saya pusing shah alam subang damansara jalan duta kalau then baru sampai ampang,-1
semangatjalanihidupmeskipun akhir2 ini sikap dia dingin ke aku,semangatjalanihidupmeskipun akhir ini sikap dia dingin ke saya,1
kalo ada aku aku belai sampai kamu pules tertidur di dadaku kamu bangun dah aku jilatin memek kamu mau gak ku duda,jika ada saya saya belai sampai kamu pules tidur di dada kamu bangun deh saya jilatin memek kamu mau enggak ku duda,0
selama ni aku ingat popcorn ni popcorn jer taktau pulak ada jenis mushroom amp butterfly,lama ini saya ingat popcorn ini popcorn jer taktau pula ada jenis mushroom amp butterfly,0
baru aku tau mende ni cawan 'plastic' ouhhh,baru saya tahu mende ini cawan plastic ouh,0
sudah ditemukan duluan,sudah temu duluan,0
wah fc aku dibilang cantik sama yang unyu unyu nih,wah fc saya bilang cantik sama yang lucu lucu ini,1
aku ada ycangyang minat,saya ada ycangyang minat,0
ayahku cuek pelit nyebelin kata orang wajahnya garang tp dulu pas aku tidur sembarangan ayah yg menggendon,ayah cuek pelit sebal kata orang wajah garang tapi dulu pas saya tidur sembarang ayah yang gendon,-1
karena kata mama aku suka teriak dikamar mandi mungkin aku yg kalah,karena kata ibu saya suka teriak kamar mandi mungkin saya yang kalah,-1
sali naman aku jan,sali naman saya jangan,0
dianya gak tau kak terakhir aku liat sih dia masih follow aku kak,dia enggak tahu kak akhir saya lihat sih dia masih follow saya kak,0
gapapa aku mah terima aja kalo dari dia wkwkwk,gapapa saya mah terima saja jika dari dia wkwkwk,1
aku tahu dia suka kau i just pretend like i dont know i already have you and you are officially mine but still a,saya tahu dia suka kamu just pretend like dont know already have you dan you are officially mine but masih,1
jangankan kalian orgtua gue sendiri pun udh nanyak woy kamu kalo udh ada yg cocok dan seriusan lgsg nikah aja,jangan kalian orgtua aku sendiri pun sudah nanyak woy kamu jika sudah ada yang cocok dan serius langsung nikah saja,-1
crazy rich asians harus nonton pokoknyaaa kamu,crazy rich asians harus tonton pokok kamu,1
